iter	Passed	Remaining
289	2356	13894
290	2363	13877
291	2376	13898
292	2387	13911
293	2394	13892
294	2401	13878
295	2406	13851
296	2412	13830
297	2418	13815
298	2423	13788
299	2428	13763
300	2438	13762
301	2443	13738
302	2450	13721
303	2453	13690
304	2459	13669
305	2466	13653
306	2487	13717
307	2499	13728
308	2504	13707
309	2510	13685
310	2517	13672
311	2522	13647
312	2528	13630
313	2544	13664
314	2552	13651
315	2557	13628
316	2578	13687
317	2585	13674
318	2591	13657
319	2597	13638
320	2603	13619
321	2610	13605
322	2617	13588
323	2623	13571
324	2628	13548
325	2635	13532
326	2641	13515
327	2647	13494
328	2655	13484
329	2663	13476
330	2669	13458
331	2674	13438
332	2682	13430
333	2691	13426
334	2699	13419
335	2705	13399
336	2715	13398
337	2724	13395
338	2734	13396
339	2741	13387
340	2750	13383
341	2790	13529
342	2798	13518
343	2806	13508
344	2815	13504
345	2823	13498
346	2833	13497
347	2840	13484
348	2848	13474
349	2856	13465
350	2863	13450
351	2871	13442
352	2878	13428
353	2882	13403
354	2890	13392
355	2895	13373
356	2910	13394
357	2938	13478
358	2946	13470
359	2960	13485
360	2974	13502
361	2985	13510
362	2992	13496
363	3000	13487
364	3005	13461
365	3010	13442
366	3016	13421
367	3022	13403
368	3031	13398
369	3037	13382
370	3045	13370
371	3051	13354
372	3058	13341
373	3063	13320
374	3070	13305
375	3075	13282
376	3086	13288
377	3094	13280
378	3112	13310
379	3117	13292
380	3132	13309
381	3141	13306
382	3154	13319
383	3161	13303
384	3168	13292
385	3175	13279
386	3185	13275
387	3190	13254
388	3194	13231
389	3215	13273
390	3223	13266
391	3232	13257
392	3241	13255
393	3249	13245
394	3255	13226
395	3260	13207
396	3268	13198
397	3277	13190
398	3290	13203
399	3296	13185
400	3301	13166
401	3308	13152
402	3313	13129
403	3320	13118
404	3327	13104
405	3332	13085
406	3339	13069
407	3345	13053
408	3352	13039
409	3358	13026
410	3366	13015
411	3372	13000
412	3385	13007
413	3390	12990
414	3397	12977
415	3406	12969
416	3412	12952
417	3417	12935
418	3424	12920
419	3428	12898
420	3435	12883
421	3441	12867
422	3448	12855
423	3455	12843
424	3462	12829
425	3467	12812
426	3471	12789
427	3487	12807
428	3493	12791
429	3500	12782
430	3517	12806
431	3532	12822
432	3538	12804
433	3544	12791
434	3563	12818
435	3570	12806
436	3579	12804
437	3586	12791
438	3594	12782
439	3599	12761
440	3604	12743
441	3610	12727
442	3615	12708
443	3624	12701
444	3629	12683
445	3637	12673
446	3644	12661
447	3649	12643
448	3656	12632
449	3663	12618
450	3685	12659
451	3695	12656
452	3701	12640
453	3707	12623
454	3712	12607
455	3723	12606
456	3728	12590
457	3737	12582
458	3760	12625
459	3765	12606
460	3772	12594
461	3779	12583
462	3786	12568
463	3793	12556
464	3804	12559
465	3813	12553
466	3821	12544
467	3825	12524
468	3852	12576
469	3862	12573
470	3868	12557
471	3875	12546
472	3884	12539
473	3896	12543
474	3910	12554
475	3929	12581
476	3935	12565
477	3942	12552
478	3959	12571
479	3965	12558
480	3974	12550
481	3984	12547
482	3989	12529
483	3997	12519
484	4004	12508
485	4010	12493
486	4018	12485
487	4025	12471
488	4032	12459
489	4052	12487
490	4065	12493
491	4078	12499
492	4083	12483
493	4096	12489
494	4102	12471
495	4105	12450
496	4110	12429
497	4115	12413
498	4119	12391
499	4124	12373
500	4128	12353
501	4133	12334
502	4137	12314
503	4142	12294
504	4147	12277
505	4152	12259
506	4157	12242
507	4161	12221
508	4166	12203
509	4173	12192
510	4180	12181
511	4186	12167
512	4194	12159
513	4203	12153
514	4211	12143
515	4219	12134
516	4229	12130
517	4236	12121
518	4245	12115
519	4264	12137
520	4270	12121
521	4276	12109
522	4312	12179
523	4317	12162
524	4323	12148
525	4329	12131
526	4334	12115
527	4338	12096
528	4343	12078
529	4351	12068
530	4356	12053
531	4361	12034
532	4371	12033
533	4384	12036
534	4391	12024
535	4397	12010
536	4401	11992
537	4408	11980
538	4434	12019
539	4442	12010
540	4450	12003
541	4459	11994
542	4466	11984
543	4472	11971
544	4481	11965
545	4488	11953
546	4496	11943
547	4505	11937
548	4513	11928
549	4520	11918
550	4527	11905
551	4536	11899
552	4541	11882
553	4548	11873
554	4554	11857
555	4559	11841
556	4566	11830
557	4572	11816
558	4578	11802
559	4597	11822
560	4605	11812
561	4613	11804
562	4618	11787
563	4624	11773
564	4631	11764
565	4641	11759
566	4646	11743
567	4653	11731
568	4662	11725
569	4666	11707
570	4679	11710
571	4686	11700
572	4700	11706
573	4715	11715
574	4736	11738
575	4744	11728
576	4768	11759
577	4782	11765
578	4790	11756
579	4797	11745
580	4804	11734
581	4811	11721
582	4819	11714
583	4826	11703
584	4832	11688
585	4837	11672
586	4843	11658
587	4848	11642
588	4854	11628
589	4861	11619
590	4867	11605
591	4881	11609
592	4886	11594
593	4904	11609
594	4911	11597
595	4917	11584
596	4925	11575
597	4933	11567
598	4939	11553
599	4947	11544
600	4954	11532
601	4960	11520
602	4968	11509
603	4974	11496
604	4982	11489
605	4993	11487
606	5007	11491
607	5016	11484
608	5022	11471
609	5027	11456
610	5034	11445
611	5040	11432
612	5047	11421
613	5077	11462
614	5086	11454
615	5091	11439
616	5099	11431
617	5108	11422
618	5118	11419
619	5125	11407
620	5131	11394
621	5138	11384
622	5144	11371
623	5148	11353
624	5154	11340
625	5161	11327
626	5166	11314
627	5174	11303
628	5180	11290
629	5185	11276
630	5213	11311
631	5221	11302
632	5241	11318
633	5249	11310
634	5274	11338
635	5286	11337
636	5295	11330
637	5301	11316
638	5308	11307
639	5317	11299
640	5323	11287
641	5334	11283
642	5343	11277
643	5352	11269
644	5359	11259
645	5366	11248
646	5376	11242
647	5388	11242
648	5393	11227
649	5398	11212
650	5420	11231
651	5425	11217
652	5433	11208
653	5438	11193
654	5446	11184
655	5454	11175
656	5460	11162
657	5469	11154
658	5481	11154
659	5490	11147
660	5496	11135
661	5502	11122
662	5507	11107
663	5514	11095
664	5520	11081
665	5525	11068
666	5533	11057
667	5539	11045
668	5545	11033
669	5550	11018
670	5557	11007
671	5562	10993
672	5567	10977
673	5573	10965
674	5579	10953
675	5586	10941
676	5591	10926
677	5596	10911
678	5602	10900
679	5606	10883
680	5612	10870
681	5617	10856
682	5622	10842
683	5627	10827
684	5633	10814
685	5637	10799
686	5642	10783
687	5648	10771
688	5655	10761
689	5663	10753
690	5670	10741
691	5681	10739
692	5688	10729
693	5696	10719
694	5705	10713
695	5723	10722
696	5731	10715
697	5738	10704
698	5744	10692
699	5752	10683
700	5759	10671
701	5765	10659
702	5772	10649
703	5778	10637
704	5788	10632
705	5793	10619
706	5800	10607
707	5806	10595
708	5813	10584
709	5818	10571
710	5823	10557
711	5829	10545
712	5835	10533
713	5842	10523
714	5864	10539
715	5878	10542
716	5897	10552
717	5913	10558
718	5920	10548
719	5927	10537
720	5940	10537
721	5953	10538
722	5983	10567
723	5991	10560
724	6000	10552
725	6007	10542
726	6013	10529
727	6017	10514
728	6023	10501
729	6027	10486
730	6033	10473
731	6038	10459
732	6048	10455
733	6055	10444
734	6078	10461
735	6086	10453
736	6092	10441
737	6102	10435
738	6107	10422
739	6115	10413
740	6123	10403
741	6128	10390
742	6134	10377
743	6139	10365
744	6145	10352
745	6152	10341
746	6158	10329
747	6165	10320
748	6173	10311
749	6185	10309
750	6191	10297
751	6197	10285
752	6203	10273
753	6208	10260
754	6213	10246
755	6218	10233
756	6223	10218
757	6229	10207
758	6236	10196
759	6243	10185
760	6247	10171
761	6253	10159
762	6260	10149
763	6264	10134
764	6271	10124
765	6278	10113
766	6298	10124
767	6313	10127
768	6320	10117
769	6326	10106
770	6347	10117
771	6351	10103
772	6360	10096
773	6367	10085
774	6375	10077
775	6387	10075
776	6393	10062
777	6415	10077
778	6422	10066
779	6427	10053
780	6432	10040
781	6440	10031
782	6446	10020
783	6452	10007
784	6458	9996
785	6463	9983
786	6470	9973
787	6478	9964
788	6488	9959
789	6492	9944
790	6499	9934
791	6504	9921
792	6509	9907
793	6517	9899
794	6523	9887
795	6529	9876
796	6535	9864
797	6541	9853
798	6546	9840
799	6553	9830
800	6560	9819
801	6565	9808
802	6572	9797
803	6576	9782
804	6584	9774
805	6590	9762
806	6595	9750
807	6612	9755
808	6628	9757
809	6641	9757
810	6660	9764
811	6669	9758
812	6676	9747
813	6686	9742
814	6700	9742
815	6717	9746
816	6722	9734
817	6728	9722
818	6736	9714
819	6742	9702
820	6748	9691
821	6755	9680
822	6762	9671
823	6768	9660
824	6773	9646
825	6781	9638
826	6787	9627
827	6793	9615
828	6798	9603
829	6804	9592
830	6811	9582
831	6817	9570
832	6821	9555
833	6827	9545
834	6833	9534
835	6840	9524
836	6846	9513
837	6854	9504
838	6859	9492
839	6871	9489
840	6881	9483
841	6888	9473
842	6895	9464
843	6917	9474
844	6926	9467
845	6933	9457
846	6945	9454
847	6952	9444
848	6958	9433
849	6972	9433
850	6983	9428
851	6990	9418
852	7008	9423
853	7015	9413
854	7021	9403
855	7030	9396
856	7036	9384
857	7043	9374
858	7051	9365
859	7057	9355
860	7065	9347
861	7071	9335
862	7080	9328
863	7093	9326
864	7101	9317
865	7115	9316
866	7123	9308
867	7129	9298
868	7137	9289
869	7145	9280
870	7151	9270
871	7158	9260
872	7164	9248
873	7171	9239
874	7180	9231
875	7186	9221
876	7193	9211
877	7200	9201
878	7232	9223
879	7251	9228
880	7257	9218
881	7265	9209
882	7272	9199
883	7281	9192
884	7290	9185
885	7296	9174
886	7301	9162
887	7307	9151
888	7314	9140
889	7320	9130
890	7327	9120
891	7333	9109
892	7353	9116
893	7359	9104
894	7366	9094
895	7372	9083
896	7378	9072
897	7386	9064
898	7391	9052
899	7398	9042
900	7403	9030
901	7409	9020
902	7417	9010
903	7422	8998
904	7428	8987
905	7433	8975
906	7441	8967
907	7449	8959
908	7461	8955
909	7466	8943
910	7476	8937
911	7483	8927
912	7494	8922
913	7507	8920
914	7514	8910
915	7519	8898
916	7524	8887
917	7536	8882
918	7541	8871
919	7548	8860
920	7554	8851
921	7560	8840
922	7567	8830
923	7572	8818
924	7576	8804
925	7588	8800
926	7593	8789
927	7601	8780
928	7605	8768
929	7613	8759
930	7620	8750
931	7625	8738
932	7642	8740
933	7648	8729
934	7654	8719
935	7659	8707
936	7665	8695
937	7672	8686
938	7675	8673
939	7686	8667
940	7690	8654
941	7696	8644
942	7703	8634
943	7706	8620
944	7714	8611
945	7720	8601
946	7725	8589
947	7730	8578
948	7735	8566
949	7748	8563
950	7755	8555
951	7762	8545
952	7770	8536
953	7774	8524
954	7780	8513
955	7785	8502
956	7794	8494
957	7800	8484
958	7803	8471
959	7810	8461
960	7816	8451
961	7822	8440
962	7828	8430
963	7835	8420
964	7854	8424
965	7862	8416
966	7870	8407
967	7883	8404
968	7894	8399
969	7902	8390
970	7914	8386
971	7920	8376
972	7926	8365
973	7932	8355
974	7945	8352
975	7951	8342
976	7958	8332
977	7973	8332
978	7977	8320
979	7984	8310
980	7991	8301
981	7998	8292
982	8006	8283
983	8011	8272
984	8017	8262
985	8022	8250
986	8029	8240
987	8034	8230
988	8040	8219
989	8047	8209
990	8052	8199
991	8058	8188
992	8064	8178
993	8069	8166
994	8076	8157
995	8083	8148
996	8089	8138
997	8095	8128
998	8100	8116
999	8106	8106
1000	8111	8094
1001	8116	8084
1002	8121	8073
1003	8126	8062
1004	8133	8052
1005	8137	8040
1006	8144	8031
1007	8151	8021
1008	8158	8012
1009	8165	8003
1010	8172	7994
1011	8177	7983
1012	8183	7973
1013	8191	7964
1014	8196	7953
1015	8204	7945
1016	8210	7935
1017	8216	7925
1018	8223	7916
1019	8231	7908
1020	8238	7899
1021	8243	7888
1022	8251	7880
1023	8266	7879
1024	8286	7881
1025	8291	7871
1026	8296	7860
1027	8302	7849
1028	8309	7840
1029	8314	7830
1030	8319	7819
1031	8324	7808
1032	8331	7799
1033	8339	7790
1034	8357	7792
1035	8364	7782
1036	8371	7773
1037	8387	7773
1038	8394	7764
1039	8400	7754
1040	8408	7746
1041	8415	7736
1042	8420	7726
1043	8426	7715
1044	8447	7719
1045	8462	7718
1046	8477	7716
1047	8486	7709
1048	8494	7701
1049	8501	7691
1050	8509	7683
1051	8516	7674
1052	8524	7666
1053	8531	7656
1054	8552	7660
1055	8558	7650
1056	8563	7639
1057	8583	7641
1058	8591	7634
1059	8598	7624
1060	8613	7622
1061	8618	7612
1062	8623	7600
1063	8629	7591
1064	8640	7585
1065	8646	7576
1066	8663	7575
1067	8677	7572
1068	8685	7564
1069	8690	7553
1070	8695	7542
1071	8699	7531
1072	8705	7521
1073	8712	7511
1074	8717	7501
1075	8722	7490
1076	8729	7480
1077	8735	7471
1078	8750	7468
1079	8766	7467
1080	8780	7464
1081	8797	7463
1082	8803	7454
1083	8811	7445
1084	8827	7444
1085	8833	7434
1086	8841	7426
1087	8846	7415
1088	8856	7408
1089	8861	7398
1090	8871	7391
1091	8885	7388
1092	8903	7388
1093	8909	7378
1094	8916	7369
1095	8921	7358
1096	8928	7349
1097	8932	7337
1098	8938	7327
1099	8945	7318
1100	8952	7309
1101	8960	7301
1102	8966	7291
1103	8971	7281
1104	8977	7271
1105	8988	7265
1106	8996	7257
1107	9001	7246
1108	9007	7236
1109	9011	7225
1110	9028	7224
1111	9042	7220
1112	9056	7217
1113	9064	7209
1114	9086	7212
1115	9092	7202
1116	9098	7192
1117	9104	7182
1118	9110	7172
1119	9116	7162
1120	9123	7153
1121	9130	7144
1122	9147	7143
1123	9154	7134
1124	9161	7125
1125	9167	7116
1126	9171	7104
1127	9191	7105
1128	9208	7104
1129	9214	7094
1130	9221	7085
1131	9229	7077
1132	9235	7067
1133	9243	7058
1134	9247	7047
1135	9253	7038
1136	9258	7027
1137	9263	7016
1138	9270	7008
1139	9277	6999
1140	9287	6991
1141	9293	6982
1142	9299	6972
1143	9304	6961
1144	9311	6952
1145	9332	6954
1146	9336	6943
1147	9343	6934
1148	9362	6934
1149	9378	6931
1150	9384	6922
1151	9394	6915
1152	9400	6905
1153	9404	6894
1154	9425	6895
1155	9430	6885
1156	9437	6875
1157	9444	6866
1158	9452	6859
1159	9465	6854
1160	9483	6853
1161	9491	6845
1162	9497	6835
1163	9502	6824
1164	9508	6814
1165	9513	6804
1166	9519	6795
1167	9525	6785
1168	9531	6775
1169	9538	6766
1170	9543	6756
1171	9549	6746
1172	9556	6737
1173	9562	6727
1174	9566	6716
1175	9571	6706
1176	9577	6696
1177	9587	6689
1178	9606	6689
1179	9611	6679
1180	9616	6668
1181	9623	6660
1182	9630	6651
1183	9637	6641
1184	9641	6631
1185	9648	6622
1186	9654	6612
1187	9660	6603
1188	9666	6593
1189	9673	6584
1190	9678	6574
1191	9688	6567
1192	9693	6557
1193	9700	6548
1194	9704	6537
1195	9710	6527
1196	9713	6516
1197	9720	6507
1198	9724	6496
1199	9728	6485
1200	9733	6475
1201	9738	6465
1202	9744	6455
1203	9750	6446
1204	9755	6436
1205	9772	6434
1206	9787	6430
1207	9793	6421
1208	9799	6411
1209	9804	6401
1210	9810	6392
1211	9818	6383
1212	9824	6374
1213	9829	6363
1214	9833	6353
1215	9839	6343
1216	9849	6337
1217	9861	6331
1218	9869	6323
1219	9880	6316
1220	9888	6309
1221	9895	6300
1222	9902	6291
1223	9909	6282
1224	9917	6274
1225	9922	6263
1226	9927	6254
1227	9934	6245
1228	9939	6235
1229	9944	6225
1230	9952	6217
1231	9958	6208
1232	9964	6198
1233	9969	6188
1234	9984	6184
1235	9998	6180
1236	10015	6177
1237	10023	6169
1238	10029	6159
1239	10035	6150
1240	10043	6142
1241	10049	6133
1242	10057	6125
1243	10064	6116
1244	10070	6107
1245	10081	6100
1246	10088	6091
1247	10094	6082
1248	10105	6076
1249	10112	6067
1250	10117	6057
1251	10123	6048
1252	10134	6041
1253	10140	6032
1254	10145	6022
1255	10150	6012
1256	10154	6002
1257	10160	5993
1258	10166	5983
1259	10171	5973
1260	10180	5966
1261	10187	5957
1262	10193	5948
1263	10199	5939
1264	10204	5929
1265	10214	5922
1266	10221	5913
1267	10229	5905
1268	10235	5895
1269	10243	5887
1270	10265	5887
1271	10280	5883
1272	10287	5875
1273	10292	5865
1274	10297	5855
1275	10303	5846
1276	10318	5842
1277	10325	5833
1278	10331	5823
1279	10337	5815
1280	10344	5806
1281	10351	5797
1282	10358	5788
1283	10366	5780
1284	10371	5771
1285	10382	5764
1286	10386	5754
1287	10392	5745
1288	10410	5742
1289	10413	5731
1290	10419	5722
1291	10425	5713
1292	10440	5708
1293	10445	5698
1294	10454	5691
1295	10460	5682
1296	10472	5676
1297	10486	5671
1298	10491	5661
1299	10497	5652
1300	10516	5650
1301	10522	5640
1302	10530	5632
1303	10534	5622
1304	10540	5613
1305	10546	5604
1306	10564	5601
1307	10582	5598
1308	10586	5588
1309	10592	5579
1310	10597	5569
1311	10601	5559
1312	10609	5551
1313	10615	5541
1314	10622	5533
1315	10630	5525
1316	10639	5517
1317	10657	5514
1318	10683	5516
1319	10690	5507
1320	10695	5497
1321	10701	5488
1322	10708	5479
1323	10716	5471
1324	10732	5467
1325	10748	5463
1326	10755	5454
1327	10762	5446
1328	10779	5442
1329	10786	5433
1330	10809	5433
1331	10815	5423
1332	10821	5414
1333	10828	5406
1334	10834	5396
1335	10840	5387
1336	10846	5378
1337	10850	5368
1338	10856	5359
1339	10869	5353
1340	10878	5345
1341	10886	5337
1342	10890	5327
1343	10898	5319
1344	10904	5310
1345	10909	5300
1346	10913	5290
1347	10919	5281
1348	10926	5272
1349	10931	5263
1350	10936	5253
1351	10942	5244
1352	10946	5234
1353	10952	5225
1354	10958	5216
1355	10965	5207
1356	10977	5201
1357	10985	5193
1358	11005	5190
1359	11012	5182
1360	11018	5173
1361	11028	5166
1362	11039	5159
1363	11045	5150
1364	11085	5156
1365	11092	5148
1366	11099	5139
1367	11105	5130
1368	11111	5121
1369	11117	5112
1370	11125	5104
1371	11130	5094
1372	11135	5085
1373	11142	5076
1374	11149	5068
1375	11156	5059
1376	11165	5051
1377	11171	5042
1378	11183	5036
1379	11190	5027
1380	11197	5018
1381	11200	5008
1382	11205	4998
1383	11210	4989
1384	11216	4980
1385	11221	4971
1386	11227	4962
1387	11233	4953
1388	11240	4944
1389	11261	4942
1390	11267	4933
1391	11279	4926
1392	11284	4917
1393	11290	4908
1394	11297	4899
1395	11302	4890
1396	11308	4881
1397	11313	4871
1398	11319	4862
1399	11325	4853
1400	11330	4844
1401	11338	4836
1402	11356	4832
1403	11362	4823
1404	11372	4816
1405	11379	4807
1406	11387	4799
1407	11393	4790
1408	11400	4781
1409	11408	4773
1410	11420	4767
1411	11430	4759
1412	11436	4751
1413	11448	4744
1414	11479	4745
1415	11495	4741
1416	11501	4731
1417	11509	4723
1418	11524	4718
1419	11531	4709
1420	11538	4701
1421	11547	4693
1422	11553	4684
1423	11568	4679
1424	11578	4671
1425	11584	4663
1426	11590	4654
1427	11595	4644
1428	11601	4635
1429	11607	4626
1430	11614	4618
1431	11619	4608
1432	11624	4599
1433	11630	4590
1434	11634	4580
1435	11645	4573
1436	11650	4564
1437	11656	4555
1438	11661	4546
1439	11666	4537
1440	11673	4528
1441	11677	4518
1442	11683	4509
1443	11688	4500
1444	11692	4491
1445	11697	4481
1446	11703	4472
1447	11708	4463
1448	11713	4454
1449	11717	4444
1450	11722	4435
1451	11728	4426
1452	11734	4417
1453	11738	4408
1454	11745	4399
1455	11753	4391
1456	11760	4382
1457	11765	4373
1458	11774	4366
1459	11781	4357
1460	11786	4348
1461	11792	4339
1462	11797	4330
1463	11804	4321
1464	11812	4313
1465	11822	4306
1466	11832	4298
1467	11837	4290
1468	11843	4281
1469	11847	4271
1470	11853	4262
1471	11857	4253
1472	11862	4244
1473	11868	4235
1474	11872	4225
1475	11877	4216
1476	11883	4207
1477	11888	4198
1478	11893	4189
1479	11898	4180
1480	11915	4175
1481	11920	4166
1482	11925	4157
1483	11934	4149
1484	11941	4141
1485	11945	4132
1486	11951	4123
1487	11956	4113
1488	11960	4104
1489	11965	4095
1490	11969	4086
1491	11975	4077
1492	11979	4068
1493	11984	4058
1494	12020	4060
1495	12030	4052
1496	12037	4044
1497	12043	4035
1498	12050	4027
1499	12065	4021
1500	12073	4013
1501	12083	4006
1502	12089	3997
1503	12094	3988
1504	12100	3979
1505	12108	3971
1506	12115	3963
1507	12122	3955
1508	12129	3946
1509	12136	3938
1510	12142	3929
1511	12148	3921
1512	12155	3912
1513	12164	3904
1514	12175	3897
1515	12181	3889
1516	12190	3881
1517	12196	3872
1518	12205	3865
1519	12215	3857
1520	12221	3848
1521	12229	3840
1522	12237	3832
1523	12244	3824
1524	12250	3815
1525	12258	3807
1526	12266	3799
1527	12294	3797
1528	12298	3788
1529	12308	3781
1530	12325	3775
1531	12331	3766
1532	12337	3758
1533	12344	3749
1534	12350	3741
1535	12355	3732
1536	12361	3723
1537	12366	3714
1538	12372	3706
1539	12377	3697
1540	12383	3688
1541	12387	3679
1542	12392	3670
1543	12396	3661
1544	12416	3656
1545	12422	3647
1546	12426	3638
1547	12433	3630
1548	12445	3623
1549	12450	3614
1550	12456	3606
1551	12462	3597
1552	12476	3591
1553	12480	3581
1554	12486	3573
1555	12492	3564
1556	12496	3555
1557	12502	3546
1558	12506	3537
1559	12521	3531
1560	12524	3522
1561	12530	3513
1562	12534	3504
1563	12540	3496
1564	12552	3489
1565	12558	3480
1566	12565	3472
1567	12572	3463
1568	12577	3455
1569	12586	3447
1570	12592	3438
1571	12606	3432
1572	12614	3424
1573	12620	3415
1574	12623	3406
1575	12630	3398
1576	12637	3389
1577	12642	3380
1578	12648	3372
1579	12657	3364
1580	12668	3357
1581	12707	3357
1582	12714	3349
1583	12720	3340
1584	12726	3332
1585	12733	3323
1586	12739	3315
1587	12749	3307
1588	12763	3301
1589	12769	3292
1590	12775	3284
1591	12781	3275
1592	12788	3267
1593	12793	3258
1594	12799	3250
1595	12806	3241
1596	12822	3235
1597	12856	3234
1598	12863	3226
1599	12870	3217
1600	12877	3209
1601	12885	3201
1602	12891	3192
1603	12898	3184
1604	12904	3175
1605	12912	3167
1606	12918	3159
1607	12925	3151
1608	12931	3142
1609	12936	3133
1610	12942	3125
1611	12948	3116
1612	12956	3108
1613	12960	3099
1614	12967	3091
1615	12974	3083
1616	12978	3074
1617	12990	3066
1618	13009	3061
1619	13016	3053
1620	13035	3047
1621	13039	3038
1622	13045	3030
1623	13051	3021
1624	13056	3012
1625	13061	3004
1626	13066	2995
1627	13072	2987
1628	13079	2978
1629	13097	2973
1630	13103	2964
1631	13107	2955
1632	13115	2947
1633	13121	2938
1634	13128	2930
1635	13134	2922
1636	13141	2913
1637	13150	2906
1638	13156	2897
1639	13173	2891
1640	13181	2883
1641	13187	2875
1642	13193	2866
1643	13199	2858
1644	13203	2849
1645	13208	2840
1646	13212	2831
1647	13217	2823
1648	13222	2814
1649	13228	2806
1650	13233	2797
1651	13240	2789
1652	13244	2780
1653	13250	2771
1654	13258	2763
1655	13263	2755
1656	13273	2747
1657	13278	2738
1658	13284	2730
1659	13288	2721
1660	13293	2713
1661	13307	2706
1662	13322	2699
1663	13327	2691
1664	13335	2683
1665	13340	2674
1666	13345	2665
1667	13350	2657
1668	13355	2648
1669	13360	2640
1670	13372	2632
1671	13376	2624
1672	13382	2615
1673	13386	2606
1674	13390	2598
1675	13396	2589
1676	13407	2582
