iter	Logloss
0	0.576708111
1	0.4995554919
2	0.4311676722
3	0.3773799088
4	0.3370772367
5	0.3089726884
6	0.2860432051
7	0.2762895642
8	0.2595492584
9	0.2445414782
10	0.2381999421
11	0.231168597
12	0.2200338774
13	0.2165425064
14	0.2138936343
15	0.2107209865
16	0.2070164339
17	0.2034423992
18	0.2013822922
19	0.1983296916
20	0.19551663
21	0.1946000321
22	0.1923544333
23	0.1900711321
24	0.1860420405
25	0.1848042654
26	0.1840627572
27	0.1816564712
28	0.1785443081
29	0.1756369755
30	0.1709089471
31	0.1702775049
32	0.1700318229
33	0.1685830228
34	0.1671735514
35	0.165915984
36	0.1642976781
37	0.1626696713
38	0.1590250035
39	0.1569374116
40	0.1563291061
41	0.1537580684
42	0.1527703682
43	0.1525808453
44	0.1522956135
45	0.151969373
46	0.1518231805
47	0.1502140945
48	0.1486041693
49	0.1481665278
50	0.146650415
51	0.1447576532
52	0.1433670707
53	0.1419997968
54	0.1418485112
55	0.1405348278
56	0.1389799692
57	0.1386170171
58	0.1379256532
59	0.137278231
60	0.1341804624
61	0.1332391779
62	0.131617669
63	0.1313712512
64	0.1307558542
65	0.1293212898
66	0.1290553176
67	0.1286420532
68	0.1284756248
69	0.1282940354
70	0.1280389112
71	0.1269044968
72	0.1267506516
73	0.1264352002
74	0.1259854069
75	0.1257297024
76	0.1255515618
77	0.1254157983
78	0.1252296838
79	0.1219415515
80	0.1217382044
81	0.1215683298
82	0.1213376659
83	0.1196968785
84	0.1191155337
85	0.118858901
86	0.1173229638
87	0.1171750444
88	0.1166174566
89	0.1164709824
90	0.1162167276
91	0.1120590411
92	0.1119032701
93	0.1117540596
94	0.1107743041
95	0.107845248
96	0.1068642197
97	0.1053526557
98	0.1052144703
99	0.1045101872
100	0.1042713911
101	0.102533429
102	0.1015500476
103	0.1013351365
104	0.1012120408
105	0.09839691032
106	0.09828417389
107	0.09744638175
108	0.09733442365
109	0.09722440873
110	0.09634108779
111	0.09566348052
112	0.09540872274
113	0.09378760801
114	0.09268374419
115	0.09258154753
116	0.09214453334
117	0.09147274747
118	0.09058672763
119	0.09047010008
120	0.0902894876
121	0.08971091762
122	0.08828742913
123	0.08819542887
124	0.08744606709
125	0.08593391497
126	0.08583972257
127	0.0857496467
128	0.08494908977
129	0.08392611622
130	0.08383887381
131	0.08375692958
132	0.08241000337
133	0.08233050872
134	0.08192702037
135	0.08178314672
136	0.08170789011
137	0.08149526652
138	0.08142162597
139	0.08044522788
140	0.08028964563
141	0.07959649799
142	0.07841193417
143	0.07780942409
144	0.07767381635
145	0.0773689678
146	0.07690492206
147	0.07683376145
148	0.07658001167
149	0.07651105423
150	0.075838988
151	0.07496864481
152	0.07425979799
153	0.07419785735
154	0.07402146573
155	0.07362313485
156	0.07219206078
157	0.0721024068
158	0.07160497891
159	0.07140827996
160	0.07070804573
161	0.07064524287
162	0.07058527383
163	0.06928190778
164	0.06919971057
165	0.0683274219
166	0.06818106486
167	0.06812505418
168	0.06807125092
169	0.0679703769
170	0.06708062408
171	0.06703066333
172	0.06690652893
173	0.06594777455
174	0.06551385157
175	0.06546328192
176	0.06503052169
177	0.06497262485
178	0.06486632414
179	0.06440974818
180	0.06436164905
181	0.06364680643
182	0.06324683267
183	0.06255095305
184	0.06249748876
185	0.06166166091
186	0.06161265059
187	0.0614599381
188	0.06063132206
189	0.06010182206
190	0.06005598542
191	0.05997521156
192	0.05993156992
193	0.05955785702
194	0.05950037053
195	0.05884588165
196	0.05851262255
197	0.05801288599
198	0.05797157025
199	0.05756809165
200	0.05752963786
201	0.05667251529
202	0.05651893505
203	0.0564799189
204	0.05642912439
205	0.05608839285
206	0.05579586982
207	0.05562208206
208	0.05554527437
209	0.05449208113
210	0.05361470474
211	0.05357564448
212	0.05351602946
213	0.05347638569
214	0.05308614152
215	0.05276616637
216	0.05225661402
217	0.05196428519
218	0.05168046194
219	0.05116932322
220	0.0511352795
221	0.05103646397
222	0.05100342696
223	0.05093251826
224	0.0509007849
225	0.05031088513
226	0.0502796691
227	0.05021995874
228	0.04983424477
229	0.04978088765
230	0.04971500067
231	0.04961592701
232	0.04958554432
233	0.04954581277
234	0.04895287052
235	0.04868133387
236	0.04805492299
237	0.04801781722
238	0.04798889283
239	0.04754007064
240	0.04750947085
241	0.04703553226
242	0.04700604069
243	0.04621888607
244	0.04619205009
245	0.04598063577
246	0.04529514313
247	0.0452663423
248	0.04451915745
249	0.04427534198
250	0.04338999
251	0.04336290632
252	0.04332991335
253	0.04324137503
254	0.04298944372
255	0.04271617224
256	0.0426424901
257	0.04261856494
258	0.04229485528
259	0.04166798178
260	0.04162545237
261	0.04160086259
262	0.0412797494
263	0.04125583038
264	0.0410522552
265	0.0410036532
266	0.04065898121
267	0.04063104551
268	0.04037343854
269	0.04033970774
270	0.03987552956
271	0.0398534047
272	0.03981595216
273	0.03979424162
274	0.03929874509
275	0.03925795959
276	0.0392257533
277	0.03860547273
278	0.03835862968
279	0.03831358022
280	0.0381207779
281	0.03807558606
282	0.03805517844
283	0.03718881713
284	0.03716741454
285	0.03700372748
286	0.03698495846
287	0.03696638969
288	0.03681954616
289	0.03673532512
290	0.03622038692
291	0.03620154846
292	0.03591793202
293	0.03582782548
294	0.03533570211
295	0.03502614469
296	0.03464377673
297	0.03462602574
298	0.03459835006
299	0.03458127025
300	0.03444399369
301	0.03432922003
302	0.0340177275
303	0.03400100906
304	0.03397721632
305	0.03393496868
306	0.0335542292
307	0.03320698386
308	0.03319178646
309	0.03257342119
310	0.03238018639
311	0.03236533211
312	0.03234756511
313	0.03225988334
314	0.03224558825
315	0.03222152663
316	0.03159052201
317	0.03157356991
318	0.03134236394
319	0.03094503916
320	0.0303649294
321	0.03026220138
322	0.03024762619
323	0.02981641643
324	0.02965492608
325	0.02962965155
326	0.02948205181
327	0.02946056109
328	0.02935754647
329	0.02934451301
330	0.0293040451
331	0.02928380087
332	0.02893373177
333	0.02888325471
334	0.02884023108
335	0.02882751614
336	0.0287896761
337	0.0284570274
338	0.02844363913
339	0.02843014468
340	0.02823704191
341	0.02820692905
342	0.02783079931
